1,题目1,1.4865805902,2.0576645953,选项1|选项2|选项3|选项4,0|0|1|0,1,1
2,题目2,1.448203585,-0.1412247548,选项1|选项2|选项3|选项4,0|0|0|1,1,1
3,题目3,1.5965290172,-1.5929607373,选项1|选项2|选项3|选项4,0|1|0|0,1,1
4,题目4,1.1118331102,-0.689234591,选项1|选项2|选项3|选项4,0|0|0|1,1,1
5,题目5,1.1837947279,-1.5100457604,选项1|选项2|选项3|选项4,0|0|1|0,1,1
6,题目6,1.0542358771,0.8147404762,选项1|选项2|选项3|选项4,0|0|0|1,1,1
7,题目7,1.4203308148,-0.6276243289,选项1|选项2|选项3|选项4,1|0|0|0,1,1
8,题目8,1.4147577913,0.2666105916,选项1|选项2|选项3|选项4,0|0|0|1,1,1
9,题目9,1.4601120349,0.6924400207,选项1|选项2|选项3|选项4,0|1|0|0,1,1
10,题目10,1.6222514569,-0.2767048629,选项1|选项2|选项3|选项4,0|0|1|0,1,1
11,题目11,1.3136752949,-1.0335561996,选项1|选项2|选项3|选项4,0|1|0|0,1,1
12,题目12,1.326402128,0.1791561731,选项1|选项2|选项3|选项4,1|0|0|0,1,1
13,题目13,1.2125127929,-0.30571439,选项1|选项2|选项3|选项4,0|0|1|0,1,1
14,题目14,1.1535354045,0.7549555695,选项1|选项2|选项3|选项4,0|0|1|0,1,1
15,题目15,1.2824527251,-0.0973374849,选项1|选项2|选项3|选项4,1|0|0|0,1,1
16,题目16,1.5426518918,-2.669942671,选项1|选项2|选项3|选项4,0|0|0|1,1,1
17,题目17,1.0168733089,-0.7096061071,选项1|选项2|选项3|选项4,0|0|0|1,1,1
18,题目18,1.5109233846,1.0637241986,选项1|选项2|选项3|选项4,0|0|1|0,1,1
19,题目19,1.0080834944,0.4175582954,选项1|选项2|选项3|选项4,0|1|0|0,1,1
20,题目20,1.2682828652,0.8891846088,选项1|选项2|选项3|选项4,0|0|1|0,1,1
21,题目21,1.4693164693,0.070548866,选项1|选项2|选项3|选项4,0|1|0|0,1,1
22,题目22,1.0094977773,-1.867352513,选项1|选项2|选项3|选项4,0|0|0|1,1,1
23,题目23,1.3134605542,-0.5617558008,选项1|选项2|选项3|选项4,0|1|0|0,1,1
24,题目24,1.137267307,1.1865756791,选项1|选项2|选项3|选项4,0|1|0|0,1,1
25,题目25,1.0950397527,0.8057678243,选项1|选项2|选项3|选项4,0|1|0|0,1,1
26,题目26,1.170591371,-0.7031408493,选项1|选项2|选项3|选项4,0|0|1|0,1,1
27,题目27,1.3816788263,0.509764216,选项1|选项2|选项3|选项4,0|0|1|0,1,1
28,题目28,1.5011096107,1.212125066,选项1|选项2|选项3|选项4,1|0|0|0,1,1
29,题目29,1.021366366,-0.0310746079,选项1|选项2|选项3|选项4,0|1|0|0,1,1
30,题目30,1.1101705118,0.2200275142,选项1|选项2|选项3|选项4,0|1|0|0,1,1
31,题目31,1.3487809505,0.9174627098,选项1|选项2|选项3|选项4,0|1|0|0,1,1
32,题目32,1.4675153639,-1.1878097511,选项1|选项2|选项3|选项4,0|0|1|0,1,1
33,题目33,1.2090005565,-0.5843213518,选项1|选项2|选项3|选项4,0|0|0|1,1,1
34,题目34,1.2477570899,-0.8628414617,选项1|选项2|选项3|选项4,0|0|1|0,1,1
35,题目35,1.1110332172,-0.5049801303,选项1|选项2|选项3|选项4,0|1|0|0,1,1
36,题目36,1.2024315431,0.6083605766,选项1|选项2|选项3|选项4,0|0|1|0,1,1
37,题目37,1.1175918112,0.6779284684,选项1|选项2|选项3|选项4,0|0|1|0,1,1
38,题目38,1.2177169366,-1.6551993289,选项1|选项2|选项3|选项4,1|0|0|0,1,1
39,题目39,1.114173154,-1.5276816569,选项1|选项2|选项3|选项4,0|1|0|0,1,1
40,题目40,1.5812222222,2.8973666046,选项1|选项2|选项3|选项4,0|0|0|1,1,1
41,题目41,1.1828760586,0.2893838418,选项1|选项2|选项3|选项4,0|0|0|1,1,1
42,题目42,1.4308349826,0.2333882613,选项1|选项2|选项3|选项4,0|1|0|0,1,1
43,题目43,1.0916572893,0.3918048168,选项1|选项2|选项3|选项4,1|0|0|0,1,1
44,题目44,1.207375596,0.447786137,选项1|选项2|选项3|选项4,1|0|0|0,1,1
45,题目45,1.2999372473,0.2093256567,选项1|选项2|选项3|选项4,0|0|0|1,1,1
46,题目46,1.376191988,-0.7222551536,选项1|选项2|选项3|选项4,1|0|0|0,1,1
47,题目47,1.16754772,0.4822778134,选项1|选项2|选项3|选项4,0|0|1|0,1,1
48,题目48,1.1294045765,0.4540120968,选项1|选项2|选项3|选项4,0|1|0|0,1,1
49,题目49,1.4111275007,-0.8484591182,选项1|选项2|选项3|选项4,1|0|0|0,1,1
50,题目50,1.116919031,0.8802375017,选项1|选项2|选项3|选项4,1|0|0|0,1,1
51,题目51,1.4517491934,1.4546891623,选项1|选项2|选项3|选项4,0|0|1|0,1,1
52,题目52,1.5619836277,0.4827404361,选项1|选项2|选项3|选项4,0|1|0|0,1,1
53,题目53,1.2851419083,-1.2963612274,选项1|选项2|选项3|选项4,1|0|0|0,1,1
54,题目54,1.3795436238,0.4760170913,选项1|选项2|选项3|选项4,0|0|0|1,1,1
55,题目55,1.3335910315,-0.3626623491,选项1|选项2|选项3|选项4,0|0|0|1,1,1
56,题目56,1.0360319821,-1.0626949581,选项1|选项2|选项3|选项4,0|0|1|0,1,1
57,题目57,1.0697135748,2.6452223413,选项1|选项2|选项3|选项4,0|1|0|0,1,1
58,题目58,1.2003651902,0.5971275776,选项1|选项2|选项3|选项4,1|0|0|0,1,1
59,题目59,1.1609352976,-1.1703217051,选项1|选项2|选项3|选项4,1|0|0|0,1,1
60,题目60,1.2805842345,-0.8908340038,选项1|选项2|选项3|选项4,0|0|0|1,1,1
61,题目61,1.4287904702,0.9758586563,选项1|选项2|选项3|选项4,1|0|0|0,1,1
62,题目62,1.0618227324,0.1900083035,选项1|选项2|选项3|选项4,0|0|1|0,1,1
63,题目63,1.4094359064,0.7482760828,选项1|选项2|选项3|选项4,0|0|0|1,1,1
64,题目64,1.3072692501,-0.7223432482,选项1|选项2|选项3|选项4,1|0|0|0,1,1
65,题目65,1.3777942398,0.6362338276,选项1|选项2|选项3|选项4,0|1|0|0,1,1
66,题目66,1.3901358673,-0.2003266223,选项1|选项2|选项3|选项4,0|1|0|0,1,1
67,题目67,1.093310187,-0.3796675446,选项1|选项2|选项3|选项4,0|1|0|0,1,1
68,题目68,1.1649765564,-0.1388109236,选项1|选项2|选项3|选项4,0|1|0|0,1,1
69,题目69,1.1972778797,1.3842038312,选项1|选项2|选项3|选项4,0|0|1|0,1,1
70,题目70,1.5405675277,-1.7418800263,选项1|选项2|选项3|选项4,0|0|1|0,1,1
71,题目71,1.1053131712,0.1260471661,选项1|选项2|选项3|选项4,0|0|1|0,1,1
72,题目72,1.4395094237,-0.7082359668,选项1|选项2|选项3|选项4,0|0|1|0,1,1
73,题目73,1.1467616738,1.0172074626,选项1|选项2|选项3|选项4,0|1|0|0,1,1
74,题目74,1.0846688844,-0.5067578318,选项1|选项2|选项3|选项4,0|0|0|1,1,1
75,题目75,1.3059198028,0.1959110538,选项1|选项2|选项3|选项4,0|0|0|1,1,1
76,题目76,1.564950683,-0.6617615702,选项1|选项2|选项3|选项4,0|0|1|0,1,1
77,题目77,1.3964294824,-0.0483259614,选项1|选项2|选项3|选项4,0|1|0|0,1,1
78,题目78,1.600603422,0.1427390888,选项1|选项2|选项3|选项4,0|1|0|0,1,1
79,题目79,1.1975537608,-1.1394380067,选项1|选项2|选项3|选项4,0|0|1|0,1,1
80,题目80,1.3546622779,-0.6320462698,选项1|选项2|选项3|选项4,0|1|0|0,1,1
81,题目81,1.32812258,0.6662388256,选项1|选项2|选项3|选项4,1|0|0|0,1,1
82,题目82,1.5426530319,-0.3990996347,选项1|选项2|选项3|选项4,0|0|0|1,1,1
83,题目83,1.1797162846,-0.0834154413,选项1|选项2|选项3|选项4,1|0|0|0,1,1
84,题目84,1.2860520456,-0.0438839361,选项1|选项2|选项3|选项4,0|0|1|0,1,1
85,题目85,1.0783019686,1.1121737755,选项1|选项2|选项3|选项4,1|0|0|0,1,1
86,题目86,1.0085988804,0.1246945285,选项1|选项2|选项3|选项4,0|1|0|0,1,1
87,题目87,1.1431532252,-1.859975769,选项1|选项2|选项3|选项4,0|0|1|0,1,1
88,题目88,1.2910406492,1.7781777135,选项1|选项2|选项3|选项4,0|0|1|0,1,1
89,题目89,1.2404400079,1.45991991,选项1|选项2|选项3|选项4,1|0|0|0,1,1
90,题目90,1.2253232805,-0.5516242645,选项1|选项2|选项3|选项4,0|1|0|0,1,1
91,题目91,1.6160699134,-0.3908233846,选项1|选项2|选项3|选项4,0|0|0|1,1,1
92,题目92,1.6096367064,-1.1853543313,选项1|选项2|选项3|选项4,0|1|0|0,1,1
93,题目93,1.3640909645,-0.2675605414,选项1|选项2|选项3|选项4,0|1|0|0,1,1
94,题目94,1.0672032226,-0.1684506469,选项1|选项2|选项3|选项4,1|0|0|0,1,1
95,题目95,1.5804311063,-1.4292426844,选项1|选项2|选项3|选项4,0|0|1|0,1,1
96,题目96,1.4889429657,-0.4683326357,选项1|选项2|选项3|选项4,1|0|0|0,1,1
97,题目97,1.4782948568,-0.0115665884,选项1|选项2|选项3|选项4,1|0|0|0,1,1
98,题目98,1.5166068746,-0.2655407896,选项1|选项2|选项3|选项4,0|1|0|0,1,1
99,题目99,1.0835931017,0.8889587999,选项1|选项2|选项3|选项4,0|0|1|0,1,1
100,题目100,2.1788179751,-0.1057712962,选项1|选项2|选项3|选项4,0|1|0|0,2,1
101,题目101,1.7703400383,-2.0885387253,选项1|选项2|选项3|选项4,0|0|0|1,2,1
102,题目102,2.2148874096,0.1712244156,选项1|选项2|选项3|选项4,0|0|0|1,2,1
103,题目103,1.7217965068,1.2502864808,选项1|选项2|选项3|选项4,0|0|0|1,2,1
104,题目104,1.7215608071,0.7442626449,选项1|选项2|选项3|选项4,0|0|1|0,2,1
105,题目105,1.9535738909,-0.4634613082,选项1|选项2|选项3|选项4,1|0|0|0,2,1
106,题目106,1.7041146876,1.1744977919,选项1|选项2|选项3|选项4,0|1|0|0,2,1
107,题目107,1.7580674983,0.2790711895,选项1|选项2|选项3|选项4,0|0|1|0,2,1
108,题目108,1.7629421265,0.3671032815,选项1|选项2|选项3|选项4,0|0|1|0,2,1
109,题目109,1.7005740689,-2.5715256802,选项1|选项2|选项3|选项4,1|0|0|0,2,1
110,题目110,1.8665900249,0.6879963043,选项1|选项2|选项3|选项4,1|0|0|0,2,1
111,题目111,2.0214440874,-0.4818444699,选项1|选项2|选项3|选项4,0|0|1|0,2,1
112,题目112,1.6565517049,1.216316431,选项1|选项2|选项3|选项4,0|0|1|0,2,1
113,题目113,2.2909460811,-1.5279847107,选项1|选项2|选项3|选项4,0|0|0|1,2,1
114,题目114,2.0125956562,1.2291567641,选项1|选项2|选项3|选项4,0|1|0|0,2,1
115,题目115,2.1609960677,-0.4563222052,选项1|选项2|选项3|选项4,0|0|1|0,2,1
116,题目116,2.0795734633,0.2322331989,选项1|选项2|选项3|选项4,0|1|0|0,2,1
117,题目117,2.1545935607,0.3500668594,选项1|选项2|选项3|选项4,0|0|1|0,2,1
118,题目118,1.9093226941,0.6764752321,选项1|选项2|选项3|选项4,0|0|0|1,2,1
119,题目119,2.0033752541,-0.3835331319,选项1|选项2|选项3|选项4,1|0|0|0,2,1
120,题目120,2.101075601,1.5238648832,选项1|选项2|选项3|选项4,0|1|0|0,2,1
121,题目121,1.8714646604,1.1578042599,选项1|选项2|选项3|选项4,0|0|0|1,2,1
122,题目122,2.0323984547,0.8610281761,选项1|选项2|选项3|选项4,0|0|0|1,2,1
123,题目123,2.0156266162,1.1529265311,选项1|选项2|选项3|选项4,0|0|0|1,2,1
124,题目124,1.8502488428,0.4448992043,选项1|选项2|选项3|选项4,0|0|0|1,2,1
125,题目125,2.1647136782,-0.2225487725,选项1|选项2|选项3|选项4,0|0|1|0,2,1
126,题目126,2.279670554,0.4061454898,选项1|选项2|选项3|选项4,0|0|1|0,2,1
127,题目127,1.9214366682,-0.4591072728,选项1|选项2|选项3|选项4,0|0|1|0,2,1
128,题目128,2.2919411683,-1.3660151287,选项1|选项2|选项3|选项4,0|0|1|0,2,1
129,题目129,1.6598888431,-1.4472875494,选项1|选项2|选项3|选项4,0|1|0|0,2,1
130,题目130,1.8562838721,-0.6786071385,选项1|选项2|选项3|选项4,0|0|0|1,2,1
131,题目131,1.7676985238,-0.0162028936,选项1|选项2|选项3|选项4,0|1|0|0,2,1
132,题目132,1.9953251855,-0.7709599031,选项1|选项2|选项3|选项4,0|0|0|1,2,1
133,题目133,2.1926968505,0.5272299838,选项1|选项2|选项3|选项4,1|0|0|0,2,1
134,题目134,1.7674102089,0.9268833679,选项1|选项2|选项3|选项4,0|0|1|0,2,1
135,题目135,2.1786284598,-0.4291138995,选项1|选项2|选项3|选项4,1|0|0|0,2,1
136,题目136,1.6595175783,-0.5316051936,选项1|选项2|选项3|选项4,1|0|0|0,2,1
137,题目137,1.7138067388,0.0594754854,选项1|选项2|选项3|选项4,0|1|0|0,2,1
138,题目138,1.8110800732,1.5446001802,选项1|选项2|选项3|选项4,0|1|0|0,2,1
139,题目139,1.839071198,1.6225100145,选项1|选项2|选项3|选项4,0|0|0|1,2,1
140,题目140,2.1573638235,0.4873032356,选项1|选项2|选项3|选项4,0|0|0|1,2,1
141,题目141,1.9918514926,-0.8050697453,选项1|选项2|选项3|选项4,1|0|0|0,2,1
142,题目142,2.1099664575,-1.0520698117,选项1|选项2|选项3|选项4,0|0|1|0,2,1
143,题目143,1.8507787856,0.1226435453,选项1|选项2|选项3|选项4,0|0|0|1,2,1
144,题目144,1.8763422918,0.6271403274,选项1|选项2|选项3|选项4,0|0|0|1,2,1
145,题目145,2.0819703709,-0.0507419308,选项1|选项2|选项3|选项4,1|0|0|0,2,1
146,题目146,1.8386960855,-2.0654520735,选项1|选项2|选项3|选项4,0|0|1|0,2,1
147,题目147,1.8347059059,-1.9349097449,选项1|选项2|选项3|选项4,1|0|0|0,2,1
148,题目148,1.7824210053,1.210154742,选项1|选项2|选项3|选项4,1|0|0|0,2,1
149,题目149,1.7184507617,0.2113005533,选项1|选项2|选项3|选项4,1|0|0|0,2,1
150,题目150,2.0239227592,0.762276203,选项1|选项2|选项3|选项4,0|0|1|0,2,1
151,题目151,2.0399841209,-1.6020424073,选项1|选项2|选项3|选项4,0|1|0|0,2,1
